"ID","Red","Green","Blue","NGRDI","BGI","GLI","BI","SI","VARI","objArea","objNumCell","naNumCell"
1,75.5803810160428,110.465240641711,64.5242312834225,0.199919601248073,0.572947566669733,0.236142630242048,86.0607599745998,0.0802139965236803,0.300224056090754,0.333816802409907,5984,17926
10,77.6753067360039,124.557081335825,69.1429267896319,0.252859018958049,0.538421542412904,0.278320575031924,94.1990195351008,0.057994785905275,0.374114996630146,0.686391522587842,12307,17930
100,82.2231397849462,123.918107526882,62.7232688172043,0.211237101284098,0.499042177557347,0.270971258705611,93.4771691054509,0.136998599580233,0.299448338052055,0.648499386366172,11625,17926
101,82.2530705898232,128.313537589418,63.006208665137,0.229034394335107,0.479440247835711,0.289079393239221,95.525633624077,0.140247669863182,0.321269831692104,0.826666666666667,14818,17925
102,89.3786380333428,137.453423754356,60.9473485918809,0.22717200458581,0.428559062572296,0.31077725535728,101.503580149281,0.204034925396077,0.302074086833982,0.592202141900937,10617,17928
103,95.5241663859886,137.84338160997,71.9669922532839,0.193056260813229,0.508951351317427,0.257674940611049,105.717332710065,0.149003416809484,0.273016444987973,0.662464439114185,11876,17927
104,83.6158307986136,134.817146495013,59.6657706727028,0.24708224619136,0.430977859558665,0.320153843059199,98.2622387945162,0.176300073961772,0.333145446300825,0.788631038714716,14137,17926
105,103.353053587069,145.270801815431,76.351461103591,0.175997769360921,0.518305510712709,0.243576713483015,112.242761135033,0.15354873770159,0.250962286393214,0.700602476849269,12559,17926
106,104.884275381731,145.030002678811,76.6565764800429,0.172170707886575,0.513072104977691,0.244752198122997,112.77943128974,0.167648498938162,0.241957714936359,0.624595649749024,11199,17930
107,103.151471984805,145.60193099082,72.1178379233935,0.180183905529799,0.48229260878772,0.261097291013116,111.464784228403,0.189684836385063,0.248245012791011,0.704937238493724,12636,17925
108,105.694676282311,147.02276962969,79.2396078113605,0.17284292601479,0.528715850877428,0.238501612393039,114.421353598759,0.14910300127758,0.246735505205856,0.688402967590785,12341,17927
109,100.527073109873,141.575147633702,77.5864592863678,0.180915689252894,0.533994205558543,0.241235347514782,110.114893820464,0.137278011272461,0.259998870318655,0.670701773959612,12023,17926
11,81.2589624630957,128.765668494306,71.2638549135386,0.245838061854714,0.537556370306432,0.275047195722299,97.5603343749469,0.066547645323071,0.362271406951068,0.661477513670349,11855,17922
110,98.4198300283286,139.6547956293,72.4178065560502,0.182674349976334,0.507425298406809,0.252262499125042,107.469389080522,0.159922860745928,0.257220228339864,0.689222358585295,12355,17926
111,107.576139226013,146.659796962064,76.8477978780246,0.161114809716057,0.515329998308129,0.236754901991487,114.269517202409,0.172684470727064,0.227086373969707,0.730837889099632,13101,17926
112,104.389990354732,142.649019397707,76.3343693066124,0.169772658970965,0.519172213704336,0.241089777199304,111.619844428935,0.163792155818929,0.238368511210136,0.520499804763764,9331,17927
113,108.355620692387,146.737780242415,78.7515646042937,0.160508940963906,0.523089026090442,0.233985421833437,115.038517653523,0.168264343401567,0.226717987095439,0.704133430021755,12623,17927
114,112.079232486974,147.212472086676,77.5971383673807,0.144738610304678,0.515413955222225,0.22772860509073,116.173054716203,0.190500480287749,0.201889368529546,0.67449514671427,12091,17926
115,111.264906690942,145.792444242148,76.15657715066,0.141653786036002,0.514528630913397,0.225673795007766,114.930875935519,0.191947569982647,0.198200304533931,0.735356465469151,13182,17926
