"ID","Red","Green","Blue","NGRDI","BGI","GLI","BI","SI","VARI","objArea","objNumCell","naNumCell"
1,96.3808537090758,124.538748445918,71.5882718607542,0.135067275193308,0.562296357569216,0.204150186247374,100.067094017951,0.154958910738433,0.197054097386973,0.252881995388807,4826,19084
10,107.223690651003,141.441703377386,76.784140969163,0.147619402281465,0.525990428543448,0.225250338795026,112.003407292447,0.178712838266374,0.209362909091425,0.53526514357577,10215,19084
100,92.877916440586,128.173087357569,65.2657804304576,0.170417246035597,0.493238782936389,0.25097415833381,99.1534470032309,0.18766614656744,0.236365080011825,0.579438272898763,11058,19084
101,91.6279927667269,130.599421338156,68.7612296564195,0.185177882486159,0.512635323546862,0.251415798898478,100.579193437187,0.15225880019175,0.263175982451849,0.724770642201835,13825,19075
102,95.0958690568979,131.852911702483,65.890769402071,0.174452157964285,0.481059987022102,0.258176704404954,101.659812463496,0.197163303543151,0.240046266308396,0.470554333018967,8981,19086
103,98.0276895142987,135.24176123468,76.7119382660009,0.170239966823666,0.54941073983478,0.22937326120877,106.40807378675,0.134329925203973,0.247609046605072,0.577517957321869,11015,19073
104,97.635746976136,133.976708074534,67.9526806145799,0.169262237134046,0.491018883358547,0.250978855244559,103.799552617621,0.190725452691565,0.234798507725675,0.641299790356394,12236,19080
105,114.798455733965,150.462402386593,84.5139071685531,0.140714239823871,0.552257652871346,0.210939434365398,119.898824485597,0.158072142003107,0.204268135791227,0.597671613613719,11397,19069
106,111.393062511593,151.032461509924,86.4353552216657,0.161594722619791,0.554004098694054,0.223016812112366,119.620950870513,0.139691813670996,0.235051300642377,0.565301735437529,10782,19073
107,116.425492507156,156.305859572319,83.6620643205927,0.153818022993674,0.520754325380592,0.230895341646839,122.76842152964,0.177266925478607,0.217407072301187,0.622177989628621,11878,19091
108,116.704082524696,155.583967129994,90.0826121164437,0.149003601199968,0.567809014238597,0.210311682222743,123.994918551094,0.137078890575824,0.218729645222906,0.599559725352482,11439,19079
109,116.181317764804,156.710842368641,92.1326105087573,0.15768806234394,0.571619005530213,0.214151125076918,124.853105320709,0.126877920008562,0.2325513732799,0.628274994760008,11990,19084
11,105.740693448581,143.896080935075,78.2281701208133,0.163391870106547,0.527715431470666,0.23369894391457,112.909777412813,0.161504995765591,0.233000217216504,0.533763237915487,10181,19074
110,113.056129247169,154.127998001332,85.5390572951366,0.162080430535514,0.540466941879066,0.228228934611102,121.243708295509,0.150751388441259,0.23313782904999,0.629449074802118,12008,19077
111,114.462430290578,157.241928382741,87.3409891400059,0.16632572405681,0.541513075694252,0.230091433260651,123.410509019039,0.144952797725151,0.24010720532223,0.714442988204456,13628,19075
112,108.272353794103,143.022957950701,79.7063798936684,0.150933773911117,0.536549871075696,0.223744208735467,113.737622995944,0.167381656959336,0.214721691595504,0.433934563758389,8276,19072
113,106.763608463899,144.927394605072,83.2638507510903,0.163960305194654,0.555411141535688,0.224007584374084,114.848211148707,0.136478357965926,0.238211668728907,0.649189954385781,12382,19073
